Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Pkt Len Mean,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,Init Fwd Win Byts,ACK Flag Cnt,RST Flag Cnt
63136,443,6,93.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,10632.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,32003.999999999996,1,0,54.0,0,0,0,32640,0,0
63136,443,6,37.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,48008.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,26875.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,51.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,52178.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,5849.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,16032.000000000002,1,0,54.0,0,0,0,32640,0,0
63136,443,6,46.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,16789.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,43.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,39951.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,70.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,164.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,15620.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,26.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,38406.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,57.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,40212.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,66.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,3691.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,58.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,14662.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,65.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,546.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,39.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,7205.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,43.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,30089.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,36.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,12123.0,1,0,54.0,0,0,0,32630,0,0
63136,443,6,42.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,16905.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,24681.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,65.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,14125.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,58.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,15417.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,77895.0,1,0,54.0,0,0,0,32630,0,0
443,63136,6,0.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,44.0,1,0,4134.0,0,0,0,258,0,0
443,63136,6,3318.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,23.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,9108.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,38.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,11836.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,44.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,86190.0,1,0,54.0,0,0,0,32635,0,0
63136,443,6,69.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,5780.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,58.0,1,0,1414.0,0,0,0,258,0,0
63136,443,6,0.0,1,0,1382.0,0,0,0,258,0,0
443,63136,6,9945.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,38.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,57880.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,39.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,40253.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,100.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,47852.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,51802.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,31951.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,51.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,35050.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,33718.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,39.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,16903.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,24417.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,43.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,18695.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,57.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,16296.999999999998,1,0,54.0,0,0,0,32640,0,0
63136,443,6,108.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,4475.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,19838.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,15067.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,45.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,7374.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,46.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,24656.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,7110.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,59.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,21845.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,45.0,1,0,1414.0,0,0,0,258,0,0
63136,443,6,0.0,1,0,1401.0,0,0,0,258,0,0
443,63136,6,11918.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,67.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,15692.999999999998,1,0,54.0,0,0,0,32640,0,0
63136,443,6,74.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,8029.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,47.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,12785.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,19.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,30198.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,56.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,16000.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,106.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,8889.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,67.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,6697.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,109.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,20037.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,12924.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,43.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,29225.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,38.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,8657.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,65.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,10049.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,52.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,10971.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,16787.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,88.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,19904.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,17906.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,53.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,19157.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,7692.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,46.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,54572.0,1,0,54.0,0,0,0,32635,0,0
443,63136,6,0.0,1,0,604.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,441.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,85.0,0,0,0,32640,0,0
63136,443,6,92.0,1,0,2774.0,0,0,0,260,0,0
443,63136,6,2726.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,9789.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,14780.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,13156.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,17057.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,56.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,16642.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,11101.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,24.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,14191.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,66.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,12703.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,60.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,18121.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,34974.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,77.0,1,0,2774.0,0,0,0,260,0,0
443,63136,6,14067.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,38.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,6668.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,15163.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,13928.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,47.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,19694.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,66.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,21194.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,72.0,1,0,2774.0,0,0,0,260,0,0
443,63136,6,23862.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,64.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,21342.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,67.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,15274.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,43.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,20006.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,13168.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,52.0,1,0,1414.0,0,0,0,260,0,0
63136,443,6,0.0,1,0,1398.0,0,0,0,260,0,0
443,63136,6,14172.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,59.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,29125.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,13492.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,70.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,5710.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,77.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,23043.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,29099.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,3379.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,17500.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,88.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,19221.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,83.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,35954.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,57.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,23942.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,19264.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,39721.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,7861.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,59.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,31843.000000000004,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,21970.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,13980.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,38.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,18982.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,28136.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,53.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,25867.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,55.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,21870.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,27.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,24906.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,63.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,33048.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,90.0,1,0,1414.0,0,0,0,260,0,0
63136,443,6,0.0,1,0,1246.0,0,0,0,260,0,0
443,63136,6,23144.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,13740.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,78.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,14804.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,58.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,33916.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,21107.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,65.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,21097.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,53.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,556.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,31.0,1,0,2774.0,0,0,0,260,0,0
63867,443,6,14213.0,1,0,55.0,0,0,0,259,0,0
443,63136,6,3621.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,18971.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,28.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,28965.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,39.0,1,0,1414.0,0,0,0,260,0,0
63136,443,6,0.0,1,0,807.0,0,0,0,260,0,0
443,63136,6,18360.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,66.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,16894.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,79.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,14562.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,53.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,15116.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,60.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,28872.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,82.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,9755.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,34.0,1,0,2774.0,0,0,0,260,0,0
443,63136,6,7292.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,86.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,22860.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,70.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,23130.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,67.0,1,0,1414.0,0,0,0,260,0,0
64186,443,6,8518.0,1,0,66.0,0,0,0,65535,0,0
443,63136,6,795.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,58.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,17564.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,8050.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,67.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,29164.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,60.0,1,0,2774.0,0,0,0,260,0,0
443,63136,6,14665.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,67.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,16977.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,52.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,27781.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,23971.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,67.0,1,0,1414.0,0,0,0,260,0,0
63136,443,6,0.0,1,0,1049.0,0,0,0,260,0,0
443,63136,6,26914.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,82.0,1,0,1414.0,0,0,0,260,0,0
443,63867,6,10833.0,1,0,66.0,0,0,0,442,0,0
443,63136,6,2511.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,21638.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,2774.0,0,0,0,260,0,0
443,63136,6,13487.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,55.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,15805.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,44.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,16850.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,19086.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,50.0,1,0,4134.0,0,0,0,260,0,0
443,63136,6,32637.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,2774.0,0,0,0,260,0,0
443,63136,6,18526.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,55.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,16043.000000000002,1,0,54.0,0,0,0,32640,0,0
63136,443,6,292.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,14690.0,1,0,54.0,0,0,0,32630,0,0
63136,443,6,44.0,1,0,4134.0,0,0,0,260,0,0
443,63136,6,15025.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,56.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,26542.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,47.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,820.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,24.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,15151.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,46.0,1,0,1414.0,0,0,0,260,0,0
443,63136,6,10323.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,91.0,1,0,2774.0,0,0,0,260,0,0
443,63136,6,2665.0,1,0,601.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,433.0,0,0,0,32640,0,0
63136,443,6,98.0,1,0,54.0,0,0,0,256,0,0
443,63136,6,106.0,1,0,85.0,0,0,0,32640,0,0
443,63136,6,14650.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,58.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,8742.0,1,0,54.0,0,0,0,32636,0,0
63136,443,6,85.0,1,0,2774.0,0,0,0,256,0,0
443,63136,6,1049.0,1,0,89.0,0,0,0,32640,0,0
443,63136,6,12085.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,30.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,18954.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,77.0,1,0,2774.0,0,0,0,256,0,0
443,63136,6,18213.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,57.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,7737.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,47.0,1,0,2774.0,0,0,0,256,0,0
443,63136,6,26975.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,64.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,14043.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,8530.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,109.0,1,0,1414.0,0,0,0,256,0,0
443,64186,6,2951.0,1,0,66.0,0,0,0,65535,0,0
64186,443,6,133.0,1,0,54.0,0,0,0,1024,0,0
64186,443,6,8934.0,1,0,253.0,0,0,0,1024,0,0
443,63136,6,6975.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,47.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,3086.0,1,0,604.0,0,0,0,32640,0,0
63136,443,6,71.0,1,0,54.0,0,0,0,260,0,0
443,63136,6,290.0,1,0,296.0,0,0,0,32640,0,0
63136,443,6,32.0,1,0,54.0,0,0,0,259,0,0
443,63136,6,1952.0,1,0,85.0,0,0,0,32640,0,0
63136,443,6,66.0,1,0,1414.0,0,0,0,259,0,0
443,63136,6,19549.0,1,0,579.0,0,0,0,32640,0,0
443,63136,6,84.0,1,0,363.0,0,0,0,32640,0,0
63136,443,6,34.0,1,0,54.0,0,0,0,255,0,0
443,63136,6,2499.0,1,0,85.0,0,0,0,32640,0,0
443,63136,6,6789.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,56.0,1,0,2774.0,0,0,0,255,0,0
443,63136,6,32481.000000000004,1,0,54.0,0,0,0,32640,0,0
63136,443,6,45.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,25889.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,44.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,31050.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,60.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,17898.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,58.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,23270.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,27.0,1,0,2774.0,0,0,0,255,0,0
443,63136,6,38794.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,37.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,30957.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,20009.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,46.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,45092.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,72.0,1,0,2774.0,0,0,0,255,0,0
443,63136,6,18915.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,75.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,20675.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,64.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,26254.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,2774.0,0,0,0,255,0,0
443,63136,6,40071.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,37728.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,102.0,1,0,1414.0,0,0,0,255,0,0
443,63136,6,14833.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,75.0,1,0,2774.0,0,0,0,255,0,0
443,63136,6,19901.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,71.0,1,0,1414.0,0,0,0,255,0,0
63611,443,6,36065.0,1,0,415.0,0,0,0,259,0,0
