Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Pkt Len Mean,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,Init Fwd Win Byts,ACK Flag Cnt,RST Flag Cnt
63136,443,6,50.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,39906.0,1,0,54.0,0,0,0,32635,0,0
63136,443,6,46.0,1,0,2774.0,0,0,0,256,0,0
443,63136,6,39055.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,67.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,5663.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,58.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,5372.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,67.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,24474.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,173.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,18152.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,66.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,10571.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,79.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,10277.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,48.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,18729.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,66.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,16411.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,59.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,12340.0,1,0,54.0,0,0,0,32635,0,0
63136,443,6,47.0,1,0,2774.0,0,0,0,256,0,0
443,63136,6,20248.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,46.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,7941.999999999999,1,0,54.0,0,0,0,32640,0,0
63136,443,6,62.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,12882.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,1498.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,50.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,15234.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,65.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,38239.0,1,0,54.0,0,0,0,32635,0,0
63136,443,6,65.0,1,0,2774.0,0,0,0,256,0,0
443,63136,6,2119.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,80.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,15753.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,92.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,9775.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,71260.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,54.0,0,0,0,32635,0,0
63136,443,6,54.0,1,0,6854.0,0,0,0,256,0,0
443,63136,6,18573.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,76.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,12869.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,63.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,13041.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,12375.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,18144.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,87.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,16268.000000000002,1,0,54.0,0,0,0,32640,0,0
63136,443,6,45.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,17944.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,39.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,24004.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,6458.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,16240.000000000002,1,0,54.0,0,0,0,32640,0,0
63136,443,6,53.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,11155.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,82.0,1,0,1414.0,0,0,0,256,0,0
63136,443,6,0.0,1,0,861.0,0,0,0,256,0,0
443,63136,6,38166.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,44.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,2554.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,33.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,11902.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,44.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,16317.000000000002,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,70016.0,1,0,54.0,0,0,0,32630,0,0
63136,443,6,44.0,1,0,2774.0,0,0,0,256,0,0
443,63136,6,7597.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,43.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,24009.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,10073.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,50.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,30847.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,57.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,6218.0,1,0,54.0,0,0,0,32640,0,0
443,63136,6,15519.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,47.0,1,0,1414.0,0,0,0,256,0,0
63136,443,6,0.0,1,0,1259.0,0,0,0,256,0,0
443,63136,6,13194.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,34.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,30413.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,8343.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,44.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,15055.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,39.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,14971.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,52.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,41145.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,75.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,348.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,48.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,20396.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,57.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,4968.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,71.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,19855.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,73.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,122.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,34830.0,1,0,54.0,0,0,0,32635,0,0
63136,443,6,64.0,1,0,2774.0,0,0,0,256,0,0
443,63136,6,9929.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,70.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,11822.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,72.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,12897.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,53.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,111866.0,1,0,54.0,0,0,0,32630,0,0
63136,443,6,73.0,1,0,2774.0,0,0,0,256,0,0
63136,443,6,475.0,1,0,869.0,0,0,0,256,0,0
443,63136,6,11536.0,1,0,54.0,0,0,0,32621,0,0
63136,443,6,70.0,1,0,2774.0,0,0,0,256,0,0
443,63136,6,133.0,1,0,89.0,0,0,0,32640,0,0
443,63136,6,14823.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,91.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,25953.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,52.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,42955.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,39291.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,256,0,0
443,63136,6,490.0,1,0,606.0,0,0,0,32640,0,0
63136,443,6,84.0,1,0,54.0,0,0,0,260,0,0
443,63136,6,189.0,1,0,394.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,85.0,0,0,0,32640,0,0
443,63136,6,0.0,1,0,93.0,0,0,0,32640,0,0
63136,443,6,61.0,1,0,54.0,0,0,0,258,0,0
443,63136,6,36832.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,39.0,1,0,1414.0,0,0,0,258,0,0
62103,443,6,74149.0,1,0,157.0,0,0,0,255,0,0
443,63136,6,70870.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,60.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,85456.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,26030.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,18978.0,1,0,93.0,0,0,0,32640,0,0
63136,443,6,38.0,1,0,66.0,0,0,0,258,0,0
443,63611,6,27169.0,1,0,139.0,0,0,0,966,0,0
443,63136,6,0.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,102.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,1567.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,85.0,1,0,880.0,0,0,0,258,0,0
63611,443,6,46333.0,1,0,54.0,0,0,0,259,0,0
443,63136,6,49.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,46.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,125934.99999999999,1,0,54.0,0,0,0,32640,0,0
63136,443,6,49.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,18899.0,1,0,66.0,0,0,0,32640,0,0
63136,443,6,169.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,49657.0,1,0,66.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,258,0,0
62103,443,6,21424.0,1,0,157.0,0,0,0,255,0,0
443,63136,6,73724.0,1,0,66.0,0,0,0,32640,0,0
443,62103,6,0.0,1,0,54.0,0,0,0,1046,0,0
443,63136,6,0.0,1,0,66.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,258,0,0
63136,443,6,50.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,19009.0,1,0,66.0,0,0,0,32640,0,0
63136,443,6,60.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,51350.0,1,0,66.0,0,0,0,32640,0,0
443,62103,6,0.0,1,0,126.0,0,0,0,1046,0,0
443,62103,6,0.0,1,0,128.0,0,0,0,1046,0,0
443,62103,6,0.0,1,0,85.0,0,0,0,1046,0,0
443,62103,6,0.0,1,0,93.0,0,0,0,1046,0,0
63136,443,6,50.0,1,0,1414.0,0,0,0,258,0,0
62103,443,6,69.0,1,0,54.0,0,0,0,260,0,0
62103,443,6,367.0,1,0,93.0,0,0,0,260,0,0
443,63136,6,39651.0,1,0,66.0,0,0,0,32640,0,0
63136,443,6,52.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,31531.999999999996,1,0,66.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,8230.0,1,0,66.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,40286.0,1,0,66.0,0,0,0,32640,0,0
63136,443,6,39.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,17555.0,1,0,66.0,0,0,0,32635,0,0
443,63136,6,21228.0,1,0,54.0,0,0,0,32588,0,0
63136,443,6,71.0,1,0,2774.0,0,0,0,258,0,0
443,62103,6,2585.0,1,0,66.0,0,0,0,1046,0,0
443,63136,6,26681.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,75.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,95726.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,56.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,33758.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,42.0,1,0,1414.0,0,0,0,258,0,0
443,62103,6,117664.0,1,0,54.0,0,0,0,1046,0,0
443,63136,6,0.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,53.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,12453.0,1,0,54.0,0,0,0,32630,0,0
63136,443,6,41.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,1630.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,56277.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,90.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,19950.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,82.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,28117.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,86.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,36449.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,60.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,40581.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,43.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,15452.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,44.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,48428.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,103448.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,39.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,70143.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,64.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,66528.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,50.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,51366.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,55.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,51682.0,1,0,54.0,0,0,0,32630,0,0
63136,443,6,48.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,99987.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,58.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,62.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,14.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,574.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,23.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,36577.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,23767.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,66.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,75360.0,1,0,54.0,0,0,0,32630,0,0
63136,443,6,34.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,10558.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,15401.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,1414.0,0,0,0,258,0,0
64094,80,6,32572.999999999996,1,0,54.0,0,0,0,260,0,0
63953,443,6,148.0,1,0,54.0,0,0,0,64053,0,0
64133,443,6,88.0,1,0,54.0,0,0,0,260,0,0
64133,443,6,20.0,1,0,54.0,0,0,0,0,0,0
64061,443,6,81.0,1,0,54.0,0,0,0,256,0,0
64061,443,6,16.0,1,0,54.0,0,0,0,0,0,0
64127,443,6,80.0,1,0,54.0,0,0,0,260,0,0
64127,443,6,18.0,1,0,54.0,0,0,0,0,0,0
64123,443,6,125.0,1,0,54.0,0,0,0,258,0,0
64123,443,6,23.0,1,0,54.0,0,0,0,0,0,0
64116,443,6,51.0,1,0,54.0,0,0,0,256,0,0
64116,443,6,20.0,1,0,54.0,0,0,0,0,0,0
443,63136,6,25426.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,41.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,9000.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,33.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,52194.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,57.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,19415.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,103.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,40762.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,109.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,32065.999999999996,1,0,54.0,0,0,0,32640,0,0
63136,443,6,38.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,24480.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,62.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,25244.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,257.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,55967.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,62.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,13947.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,51.0,1,0,1414.0,0,0,0,258,0,0
80,64094,6,710.0,1,0,54.0,0,0,0,0,0,0
443,63136,6,20114.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,55.0,1,0,1414.0,0,0,0,258,0,0
60460,6925,6,24382.0,1,0,227.0,0,0,0,256,0,0
443,63136,6,69747.0,1,0,54.0,0,0,0,32630,0,0
63136,443,6,27.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,62.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,16.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,16001.999999999998,1,0,54.0,0,0,0,32635,0,0
63136,443,6,57.0,1,0,2774.0,0,0,0,258,0,0
443,63136,6,18045.0,1,0,54.0,0,0,0,32640,0,0
443,59891,6,0.0,1,0,54.0,0,0,0,501,0,0
59891,443,6,64.0,1,0,54.0,0,0,0,259,0,0
63136,443,6,62.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,14879.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,72.0,1,0,1414.0,0,0,0,258,0,0
443,63953,6,13908.0,1,0,54.0,0,0,0,41501,0,0
59891,443,6,2550.0,1,0,55.0,0,0,0,259,0,0
443,63136,6,14727.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,12588.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,67.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,13657.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,71.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,22009.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,31.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,21116.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,27040.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,23769.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,72.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,5691.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,29.0,1,0,2774.0,0,0,0,258,0,0
6925,60460,6,22195.0,1,0,54.0,0,0,0,10558,0,0
443,63136,6,10902.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,33.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,5891.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,16.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,35826.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,54.0,1,0,1414.0,0,0,0,258,0,0
63136,443,6,0.0,1,0,463.0,0,0,0,258,0,0
443,63136,6,12621.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,170.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,28701.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,106.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,23567.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,80.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,33992.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,40.0,1,0,1414.0,0,0,0,258,0,0
6925,60460,6,23832.0,1,0,147.0,0,0,0,10558,0,0
443,63136,6,78.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,25.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,26067.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,74.0,1,0,1414.0,0,0,0,258,0,0
60460,6925,6,22814.0,1,0,54.0,0,0,0,255,0,0
443,63136,6,27719.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,47.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,4197.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,20.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,41203.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,68.0,1,0,1414.0,0,0,0,258,0,0
443,63136,6,7097.0,1,0,54.0,0,0,0,32640,0,0
63136,443,6,69.0,1,0,1414.0,0,0,0,258,0,0
443,59891,6,2740.0,1,0,66.0,0,0,0,501,0,0
443,63136,6,23166.0,1,0,54.0,0,0,0,32640,0,0
