Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Pkt Len Mean,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,Init Fwd Win Byts,ACK Flag Cnt,RST Flag Cnt
64048,5228,6,3684023.0,1,0,55.0,0,0,0,257,0,0
5228,64048,6,155628.0,1,0,66.0,0,0,0,1047,0,0
62706,8883,6,2329478.0,1,0,85.0,0,0,0,256,0,0
8883,62706,6,314441.0,1,0,85.0,0,0,0,501,0,0
62706,8883,6,39922.0,1,0,54.0,0,0,0,256,0,0
62709,443,6,212832.0,1,0,55.0,0,0,0,257,0,0
